idx,side,x,y,z
222,r,0.6348291039466858,-0.08087985962629318,0.10999999940395355
222,l,0.5560781359672546,0.022890187799930573,0.10000000149011612
223,r,0.5973275899887085,-0.3126434087753296,0.10000000149011612
223,l,0.5110294818878174,0.18338540196418762,0.1095205768942833
224,r,0.7582495808601379,-0.21788160502910614,0.10000000149011612
224,l,0.4890492856502533,0.2120358943939209,0.10000000149011612
225,r,0.7880875468254089,-0.18111790716648102,0.10000000149011612
225,l,0.5740618109703064,0.09180054813623428,0.11499999463558197
226,r,0.7961684465408325,-0.21878698468208313,0.10000000149011612
226,l,0.5421640872955322,0.19396719336509705,0.10000000149011612
227,r,0.7295119762420654,-0.1684255450963974,0.10594712197780609
227,l,0.4315762221813202,0.14679798483848572,0.11499999463558197
228,r,0.6231239438056946,-0.2629896104335785,0.10999999940395355
228,l,0.4434344470500946,0.18005242943763733,0.10000000149011612
229,r,0.6393354535102844,-0.111020028591156,0.10000000149011612
229,l,0.5235561728477478,0.06121600791811943,0.10000000149011612
230,r,0.619245707988739,-0.22614043951034546,0.10999999940395355
230,l,0.46195200085639954,0.1326168030500412,0.10000000149011612
231,r,0.7656335234642029,-0.28859031200408936,0.10999999940395355
231,l,0.5089094638824463,0.03165210783481598,0.10000000149011612
232,r,0.6207419037818909,-0.19525425136089325,0.10000000149011612
232,l,0.5989319682121277,0.07841300219297409,0.10000000149011612
233,r,0.7281147837638855,-0.15037347376346588,0.10000000149011612
233,l,0.44022858142852783,-0.016198858618736267,0.1117364838719368
234,r,0.7393130660057068,-0.206088587641716,0.10999999940395355
234,l,0.5933608412742615,0.1154850423336029,0.11499999463558197
235,r,0.6294018626213074,-0.2931392788887024,0.10000000149011612
235,l,0.41370081901550293,0.1024806872010231,0.11499999463558197
236,r,0.5894424319267273,-0.29069364070892334,0.10000000149011612
236,l,0.6241300106048584,0.050877463072538376,0.10000000149011612
237,r,0.589977502822876,-0.2843976318836212,0.10999999940395355
237,l,0.6316284537315369,-0.023814402520656586,0.11499999463558197
238,r,0.7333887815475464,-0.11169961094856262,0.10000000149011612
238,l,0.5237430334091187,0.0923231765627861,0.10000000149011612
239,r,0.6135162711143494,-0.3128063380718231,0.10000000149011612
239,l,0.569123387336731,0.023444823920726776,0.10000000149011612
240,r,0.812778890132904,-0.2974638342857361,0.10000000149011612
240,l,0.5065000057220459,0.18335413932800293,0.10000000149011612
241,r,0.7462302446365356,-0.11885233223438263,0.10999999940395355
241,l,0.5639795064926147,0.09432194381952286,0.10000000149011612
242,r,0.7885372042655945,-0.183053657412529,0.10000000149011612
242,l,0.62342768907547,0.14048641920089722,0.10000000149011612
243,r,0.6317620277404785,-0.16186749935150146,0.10000000149011612
243,l,0.5562958717346191,0.0005823224782943726,0.10000000149011612
244,r,0.8198592662811279,-0.30842912197113037,0.10999999940395355
244,l,0.4976578950881958,0.1839808225631714,0.11499999463558197
245,r,0.7160838842391968,-0.14277219772338867,0.10999999940395355
245,l,0.49699366092681885,0.053487956523895264,0.10000000149011612
246,r,0.7738829851150513,-0.1370515674352646,0.10999999940395355
246,l,0.504539966583252,0.17128020524978638,0.10000000149011612
247,r,0.7106773853302002,-0.31861793994903564,0.10000000149011612
247,l,0.48795074224472046,0.0700814425945282,0.10191212594509125
248,r,0.6732539534568787,-0.21231353282928467,0.10000000149011612
248,l,0.4895804226398468,0.029544711112976074,0.10000000149011612
249,r,0.7248276472091675,-0.15962892770767212,0.10000000149011612
249,l,0.5112385749816895,0.06614858657121658,0.11499999463558197
250,r,0.7045795917510986,-0.20499634742736816,0.10000000149011612
250,l,0.4818994700908661,0.06624694913625717,0.10000000149011612
251,r,0.7192413806915283,-0.19193539023399353,0.10000000149011612
251,l,0.5835719704627991,0.1701165735721588,0.10734953731298447
252,r,0.8093256950378418,-0.3156241774559021,0.10000000149011612
252,l,0.4018150568008423,0.13039392232894897,0.11499999463558197
253,r,0.6384357213973999,-0.09751170873641968,0.10000000149011612
253,l,0.6242645978927612,0.05938944220542908,0.10000000149011612
254,r,0.6966091990470886,-0.2583736181259155,0.10000000149011612
254,l,0.473749577999115,0.16772621870040894,0.10000000149011612
255,r,0.6547138094902039,-0.17351989448070526,0.1018761619925499
255,l,0.46542975306510925,0.07425178587436676,0.10000000149011612
256,r,0.6234758496284485,-0.15653172135353088,0.10000000149011612
256,l,0.526039183139801,0.14517110586166382,0.10000000149011612
257,r,0.716154932975769,-0.25842493772506714,0.10999999940395355
257,l,0.5160509347915649,0.16843821108341217,0.10000000149011612
258,r,0.5904189944267273,-0.16804367303848267,0.10999999940395355
258,l,0.5443868041038513,0.17160531878471375,0.11499999463558197
259,r,0.6347391605377197,-0.26910924911499023,0.10000000149011612
259,l,0.4986468255519867,0.1765667200088501,0.11499999463558197
260,r,0.6648211479187012,-0.263151079416275,0.10999999940395355
260,l,0.46595343947410583,0.1724274456501007,0.10000000149011612
261,r,0.7402119636535645,-0.29707151651382446,0.10000000149011612
261,l,0.5084242224693298,0.11578603088855743,0.10000000149011612
262,r,0.7568497061729431,-0.11292870342731476,0.10000000149011612
262,l,0.4229714870452881,-0.019326739013195038,0.10000000149011612
263,r,0.7257025837898254,-0.1887926161289215,0.10000000149011612
263,l,0.49381741881370544,0.117674320936203,0.10000000149011612
264,r,0.8170685172080994,-0.2872544527053833,0.10000000149011612
264,l,0.49703648686408997,0.07776790857315063,0.10722346603870392
265,r,0.7461846470832825,-0.0820985659956932,0.10000000149011612
265,l,0.4249863028526306,0.14884132146835327,0.10000000149011612
266,r,0.6457985639572144,-0.3009393513202667,0.10000000149011612
266,l,0.6146057844161987,0.021048158407211304,0.10000000149011612
267,r,0.6343975067138672,-0.23480089008808136,0.10000000149011612
267,l,0.524574339389801,-0.008772984147071838,0.11499999463558197
268,r,0.636090874671936,-0.19039714336395264,0.10999999940395355
268,l,0.5562105178833008,0.1029098704457283,0.10000000149011612
269,r,0.6599204540252686,-0.15932312607765198,0.10999999940395355
269,l,0.5588414072990417,0.10886801779270172,0.11035612225532532
270,r,0.691649317741394,-0.30556583404541016,0.10000000149011612
270,l,0.6298300623893738,0.017072707414627075,0.10060117393732071
271,r,0.6282240748405457,-0.19140136241912842,0.10000000149011612
271,l,0.508089005947113,0.15647919476032257,0.10000000149011612
272,r,0.7395787835121155,-0.1290920078754425,0.10999999940395355
272,l,0.4563140869140625,0.07083582133054733,0.10000000149011612
273,r,0.8181960582733154,-0.09751977026462555,0.10000000149011612
273,l,0.6020879745483398,0.10002991557121277,0.10000000149011612
274,r,0.6013898849487305,-0.1387351006269455,0.10000000149011612
274,l,0.5982562303543091,0.16268673539161682,0.10509872436523438
275,r,0.5886784791946411,-0.24724920094013214,0.10000000149011612
275,l,0.4864327311515808,-0.003965742886066437,0.11499999463558197
276,r,0.7129124999046326,-0.24667416512966156,0.10000000149011612
276,l,0.5073285698890686,0.11914263665676117,0.10000000149011612
277,r,0.8006540536880493,-0.20072877407073975,0.10999999940395355
277,l,0.604341983795166,0.025042518973350525,0.11499999463558197
278,r,0.6079279184341431,-0.12381207197904587,0.10000000149011612
278,l,0.6107138395309448,0.1833336055278778,0.11499999463558197
279,r,0.7696073055267334,-0.2468770146369934,0.10000000149011612
279,l,0.4967152178287506,0.0166458860039711,0.10178826004266739
280,r,0.6630639433860779,-0.08585355430841446,0.10000000149011612
280,l,0.5973953008651733,0.006805919110774994,0.11499999463558197
281,r,0.8014616966247559,-0.2031051367521286,0.10000000149011612
281,l,0.5835543274879456,0.016961269080638885,0.10000000149011612
282,r,0.675679087638855,-0.2848702371120453,0.10000000149011612
282,l,0.41636133193969727,-0.01880514621734619,0.10000000149011612
283,r,0.8111476302146912,-0.18811291456222534,0.10999999940395355
283,l,0.5037994980812073,0.049835871905088425,0.10000000149011612
284,r,0.6854828000068665,-0.2946404814720154,0.10000000149011612
284,l,0.45184916257858276,0.12370111048221588,0.10000000149011612
285,r,0.6164859533309937,-0.305276095867157,0.10999999940395355
285,l,0.5103520750999451,-0.011040687561035156,0.11499999463558197
286,r,0.593867301940918,-0.15319155156612396,0.10999999940395355
286,l,0.4574032127857208,0.009139850735664368,0.10000000149011612
287,r,0.6527860164642334,-0.2957490086555481,0.10000000149011612
287,l,0.41495001316070557,0.09726130962371826,0.11499999463558197
288,r,0.7753528356552124,-0.17234733700752258,0.10000000149011612
288,l,0.5497350096702576,0.10148994624614716,0.10000000149011612
289,r,0.6113705039024353,-0.10721499472856522,0.10000000149011612
289,l,0.44670939445495605,0.06326223909854889,0.10000000149011612
290,r,0.7786090970039368,-0.1439325511455536,0.10999999940395355
290,l,0.4026474952697754,0.07487695664167404,0.10000000149011612
291,r,0.5846061110496521,-0.2576448321342468,0.10999999940395355
291,l,0.43290629982948303,0.10347443073987961,0.10000000149011612
292,r,0.5829089879989624,-0.2621116638183594,0.10999999940395355
292,l,0.5923689007759094,0.20529839396476746,0.10000000149011612
293,r,0.6063366532325745,-0.18848972022533417,0.10000000149011612
293,l,0.6026456952095032,-0.0014601796865463257,0.10000000149011612
294,r,0.6160116791725159,-0.2420777827501297,0.10696569830179214
294,l,0.5142443180084229,0.06521318852901459,0.10000000149011612
295,r,0.6902672052383423,-0.13159602880477905,0.10999999940395355
295,l,0.6292803287506104,0.16385680437088013,0.10000000149011612
296,r,0.7451522946357727,-0.2149752527475357,0.10000000149011612
296,l,0.6018091440200806,-0.015777677297592163,0.11499999463558197
297,r,0.6907545924186707,-0.1670716404914856,0.10000000149011612
297,l,0.6148282289505005,0.12780071794986725,0.10000000149011612
298,r,0.5959964990615845,-0.1955820769071579,0.10000000149011612
298,l,0.5769841074943542,0.09793326258659363,0.10000000149011612
299,r,0.5900014638900757,-0.2996499240398407,0.10191760957241058
299,l,0.4173002243041992,-0.007898382842540741,0.10000000149011612
300,r,0.8095602989196777,-0.14299799501895905,0.10000000149011612
300,l,0.47116851806640625,0.05892877280712128,0.11499999463558197
301,r,0.738728940486908,-0.2755530774593353,0.10000000149011612
301,l,0.4236149191856384,0.13347265124320984,0.11499999463558197
302,r,0.6436111330986023,-0.31497320532798767,0.10000000149011612
302,l,0.6322863698005676,0.04590674489736557,0.11499999463558197
303,r,0.7299192547798157,-0.2283344864845276,0.10000000149011612
303,l,0.42913272976875305,0.12260311096906662,0.11499999463558197
304,r,0.7345370054244995,-0.1927274912595749,0.10000000149011612
304,l,0.6324372887611389,0.16669140756130219,0.10000000149011612
305,r,0.8151928782463074,-0.17554841935634613,0.10000000149011612
305,l,0.579537570476532,0.1698247492313385,0.10000000149011612
306,r,0.61074298620224,-0.2388157993555069,0.10999999940395355
306,l,0.45390772819519043,0.06432008743286133,0.10000000149011612
307,r,0.685457170009613,-0.17289450764656067,0.10999999940395355
307,l,0.45776623487472534,0.004160329699516296,0.10000000149011612
308,r,0.7928619384765625,-0.1650054156780243,0.10000000149011612
308,l,0.5958272218704224,0.181728795170784,0.11499999463558197
309,r,0.8005423545837402,-0.2594621479511261,0.10999999940395355
309,l,0.5105294585227966,0.17707964777946472,0.10983776301145554
310,r,0.7663474082946777,-0.1625211536884308,0.10000000149011612
310,l,0.5308064222335815,0.21132072806358337,0.11499999463558197
311,r,0.5903617143630981,-0.2804444432258606,0.10000000149011612
311,l,0.5742351412773132,0.17126847803592682,0.10000000149011612
312,r,0.7014046311378479,-0.11823127418756485,0.10587237030267715
312,l,0.5301368832588196,0.11668344587087631,0.10000000149011612
313,r,0.6514115929603577,-0.1843947172164917,0.10000000149011612
313,l,0.6095975041389465,0.12770992517471313,0.11499999463558197
314,r,0.6184172034263611,-0.20922620594501495,0.10000000149011612
314,l,0.45920291543006897,0.14935080707073212,0.11499999463558197
315,r,0.6038027405738831,-0.22364136576652527,0.10999999940395355
315,l,0.4489685297012329,0.10822038352489471,0.11093711107969284
316,r,0.7278364896774292,-0.2748740613460541,0.10000000149011612
316,l,0.5881100296974182,0.10801436007022858,0.10000000149011612
317,r,0.7626377940177917,-0.31152528524398804,0.10897611081600189
317,l,0.4485953152179718,0.2049376368522644,0.10000000149011612
318,r,0.6584635972976685,-0.2842668890953064,0.10000000149011612
318,l,0.610396146774292,0.21412023901939392,0.10000000149011612
319,r,0.6876665353775024,-0.14670297503471375,0.10999999940395355
319,l,0.5423306226730347,0.06896616518497467,0.10000000149011612
320,r,0.7469483613967896,-0.3192276358604431,0.10000000149011612
320,l,0.48531830310821533,0.16560736298561096,0.10000000149011612
321,r,0.7211685180664062,-0.20456650853157043,0.10000000149011612
321,l,0.4155648350715637,0.11419610679149628,0.10000000149011612
322,r,0.7145584225654602,-0.17516297101974487,0.10000000149011612
322,l,0.5931973457336426,0.03975697234272957,0.11499999463558197
323,r,0.6995813250541687,-0.30150601267814636,0.10000000149011612
323,l,0.48021718859672546,0.16337527334690094,0.10484342277050018
324,r,0.7692675590515137,-0.19585542380809784,0.10000000149011612
324,l,0.43538859486579895,0.05376625806093216,0.10000000149011612
325,r,0.6012641191482544,-0.26705312728881836,0.10000000149011612
325,l,0.5765591263771057,0.21460339426994324,0.11499999463558197
326,r,0.7342156171798706,-0.21890047192573547,0.10000000149011612
326,l,0.5885563492774963,0.0034006834030151367,0.10000000149011612
327,r,0.7815525531768799,-0.2278800904750824,0.10000000149011612
327,l,0.5410646200180054,0.019274301826953888,0.10000000149011612
328,r,0.6602826714515686,-0.3137127757072449,0.10000000149011612
328,l,0.5996072888374329,0.040536992251873016,0.10000000149011612
329,r,0.651694118976593,-0.09423698484897614,0.10000000149011612
329,l,0.5031176209449768,0.1844552606344223,0.11499999463558197
330,r,0.624664306640625,-0.1273656189441681,0.10000000149011612
330,l,0.5159125328063965,0.007035195827484131,0.10000000149011612
331,r,0.7547054290771484,-0.20084932446479797,0.10000000149011612
331,l,0.5750819444656372,0.15872308611869812,0.10000000149011612
332,r,0.7264540195465088,-0.2875150144100189,0.10999999940395355
332,l,0.5576692223548889,0.20458750426769257,0.10000000149011612
333,r,0.5936931371688843,-0.25227510929107666,0.10000000149011612
333,l,0.45927488803863525,0.19250109791755676,0.10000000149011612
334,r,0.645267903804779,-0.13774442672729492,0.10000000149011612
334,l,0.5864105224609375,-0.00931212306022644,0.10000000149011612
335,r,0.5880672335624695,-0.30496323108673096,0.10999999940395355
335,l,0.433418869972229,0.10278096050024033,0.10000000149011612
336,r,0.6633623838424683,-0.1040399968624115,0.10000000149011612
336,l,0.5593094825744629,0.20621466636657715,0.10000000149011612
337,r,0.8048373460769653,-0.3074581027030945,0.10000000149011612
337,l,0.46243783831596375,0.15039703249931335,0.11499999463558197
338,r,0.6415672302246094,-0.16299809515476227,0.10000000149011612
338,l,0.5356792211532593,0.08634379506111145,0.11499999463558197
339,r,0.7260465621948242,-0.23611846566200256,0.10000000149011612
339,l,0.436299204826355,0.02907606214284897,0.10000000149011612
340,r,0.7841478586196899,-0.18530653417110443,0.10000000149011612
340,l,0.427544504404068,0.1814335286617279,0.10847543179988861
341,r,0.5962404012680054,-0.1501195728778839,0.10000000149011612
341,l,0.4196140766143799,0.08499215543270111,0.10000000149011612
342,r,0.6197859048843384,-0.09303244948387146,0.10999999940395355
342,l,0.5605653524398804,0.08595093339681625,0.10000000149011612
343,r,0.7362335920333862,-0.1890963613986969,0.10000000149011612
343,l,0.5230005979537964,0.16853687167167664,0.10000000149011612
344,r,0.5924695730209351,-0.13129323720932007,0.10000000149011612
344,l,0.46206897497177124,0.014529526233673096,0.10000000149011612
345,r,0.7616203427314758,-0.195347398519516,0.10000000149011612
345,l,0.6106792092323303,0.18609964847564697,0.11499999463558197
346,r,0.6373111009597778,-0.21170255541801453,0.10999999940395355
346,l,0.5852829813957214,-0.018479816615581512,0.10000000149011612
347,r,0.6913435459136963,-0.10178714990615845,0.10000000149011612
347,l,0.519474983215332,0.000313684344291687,0.10000000149011612
348,r,0.7773047685623169,-0.2286992073059082,0.10999999940395355
348,l,0.6314743757247925,0.023903951048851013,0.10000000149011612
349,r,0.6489130854606628,-0.1297149360179901,0.10000000149011612
349,l,0.5522997379302979,0.16649940609931946,0.10000000149011612
350,r,0.79962158203125,-0.19207307696342468,0.10000000149011612
350,l,0.5670157670974731,0.16538271307945251,0.10000000149011612
351,r,0.7857230305671692,-0.10252562165260315,0.10000000149011612
351,l,0.6360451579093933,0.008770763874053955,0.10000000149011612
352,r,0.6242139339447021,-0.10544247180223465,0.10000000149011612
352,l,0.4365050196647644,0.08067762106657028,0.10000000149011612
353,r,0.6000313758850098,-0.10822007805109024,0.10999999940395355
353,l,0.5212495923042297,0.20711039006710052,0.10000000149011612
354,r,0.8161864876747131,-0.1596992015838623,0.10000000149011612
354,l,0.43982917070388794,0.18666265904903412,0.10000000149011612
355,r,0.6189360022544861,-0.3169741928577423,0.10000000149011612
355,l,0.5265758633613586,0.14764487743377686,0.11499999463558197
356,r,0.5990575551986694,-0.14444084465503693,0.10000000149011612
356,l,0.6059624552726746,0.17157524824142456,0.10000000149011612
357,r,0.7504582405090332,-0.2445559799671173,0.10000000149011612
357,l,0.5971928238868713,0.08522364497184753,0.10000000149011612
358,r,0.6986109614372253,-0.1212201789021492,0.10000000149011612
358,l,0.4417027533054352,0.14588336646556854,0.11499999463558197
359,r,0.6041529774665833,-0.26243022084236145,0.10000000149011612
359,l,0.48350590467453003,0.08308423310518265,0.11471831798553467
360,r,0.7362754344940186,-0.1709771454334259,0.10000000149011612
360,l,0.6019474267959595,0.08810891956090927,0.11499999463558197
361,r,0.7321941256523132,-0.28969645500183105,0.10000000149011612
361,l,0.478024959564209,0.13971853256225586,0.10000000149011612
362,r,0.6219715476036072,-0.114623062312603,0.10000000149011612
362,l,0.6008898615837097,0.04202625900506973,0.10000000149011612
363,r,0.746596097946167,-0.1969628632068634,0.10000000149011612
363,l,0.45103463530540466,-0.01703455299139023,0.10000000149011612
364,r,0.7367590665817261,-0.09480684995651245,0.10999999940395355
364,l,0.5838555097579956,0.16422736644744873,0.10000000149011612
365,r,0.6424688100814819,-0.10227319598197937,0.10000000149011612
365,l,0.5345057249069214,0.001637473702430725,0.10000000149011612
366,r,0.690485954284668,-0.1125047355890274,0.10000000149011612
366,l,0.49129611253738403,0.20943208038806915,0.10000000149011612
367,r,0.681411623954773,-0.30991408228874207,0.10757698863744736
367,l,0.6203383207321167,0.0422089584171772,0.11499999463558197
368,r,0.6501323580741882,-0.10141516476869583,0.10999999940395355
368,l,0.5931776165962219,-0.020678430795669556,0.11499999463558197
369,r,0.7544010281562805,-0.24685974419116974,0.10999999940395355
369,l,0.46756505966186523,0.18446092307567596,0.10000000149011612
370,r,0.7488846182823181,-0.19023236632347107,0.10000000149011612
370,l,0.4580545127391815,-0.022023029625415802,0.10000000149011612
371,r,0.6523036360740662,-0.17639420926570892,0.10000000149011612
371,l,0.47198057174682617,0.15336637198925018,0.10000000149011612
372,r,0.7966947555541992,-0.11545667052268982,0.10000000149011612
372,l,0.5423731803894043,0.18915259838104248,0.10000000149011612
373,r,0.59895259141922,-0.2625175714492798,0.10999999940395355
373,l,0.4083208441734314,0.11487364023923874,0.11499999463558197
374,r,0.7853670716285706,-0.1948530375957489,0.10000000149011612
374,l,0.5995296239852905,0.11875484138727188,0.10000000149011612
375,r,0.6025257110595703,-0.10168956965208054,0.10000000149011612
375,l,0.5990288257598877,0.18595492839813232,0.10000000149011612
376,r,0.7041870951652527,-0.21669742465019226,0.10000000149011612
376,l,0.5043030381202698,0.16073110699653625,0.10000000149011612
377,r,0.7942055463790894,-0.21358880400657654,0.10000000149011612
377,l,0.5515137910842896,0.117007315158844,0.10363210737705231
378,r,0.6369839906692505,-0.19703269004821777,0.10000000149011612
378,l,0.4922826886177063,0.09204009175300598,0.10000000149011612
379,r,0.8081274628639221,-0.175843745470047,0.10846254229545593
379,l,0.5215038061141968,0.12718495726585388,0.10000000149011612
380,r,0.6410539746284485,-0.2331552654504776,0.10000000149011612
380,l,0.41095566749572754,0.00860578566789627,0.10000000149011612
381,r,0.8131678104400635,-0.24047672748565674,0.10000000149011612
381,l,0.4470634460449219,0.12158721685409546,0.10000000149011612
382,r,0.6296781897544861,-0.19602257013320923,0.10000000149011612
382,l,0.40183934569358826,0.027576513588428497,0.10000000149011612
383,r,0.6059261560440063,-0.23867344856262207,0.10999999940395355
383,l,0.5372916460037231,0.09804025292396545,0.10000000149011612
384,r,0.8036208748817444,-0.2247163951396942,0.10000000149011612
384,l,0.5480959415435791,0.002321213483810425,0.10000000149011612
385,r,0.7017788290977478,-0.11018659919500351,0.10000000149011612
385,l,0.5685420632362366,0.21327604353427887,0.10000000149011612
386,r,0.6459355354309082,-0.22530174255371094,0.10000000149011612
386,l,0.49864503741264343,0.19282662868499756,0.10636783391237259
387,r,0.7258972525596619,-0.2457505464553833,0.10999999940395355
387,l,0.6292145252227783,0.17208757996559143,0.10000000149011612
388,r,0.7327362895011902,-0.30772751569747925,0.10000000149011612
388,l,0.41428589820861816,0.11991091072559357,0.10000000149011612
389,r,0.6074770092964172,-0.22787867486476898,0.10000000149011612
389,l,0.48857271671295166,0.0040460005402565,0.10000000149011612
390,r,0.7602826952934265,-0.3029581606388092,0.10000000149011612
390,l,0.48514509201049805,0.20101416110992432,0.10000000149011612
391,r,0.7428807616233826,-0.23313920199871063,0.10000000149011612
391,l,0.402431458234787,0.1276630461215973,0.11499999463558197
392,r,0.7270176410675049,-0.11031234264373779,0.10375353693962097
392,l,0.4289340078830719,0.19158878922462463,0.10000000149011612
393,r,0.708152174949646,-0.28588709235191345,0.10000000149011612
393,l,0.5012881755828857,0.04580976814031601,0.10000000149011612
394,r,0.7185279726982117,-0.30950263142585754,0.10000000149011612
394,l,0.5340741276741028,0.05736016482114792,0.11000163853168488
395,r,0.736549973487854,-0.11705495417118073,0.10000000149011612
395,l,0.5031834244728088,0.13651198148727417,0.10000000149011612
396,r,0.6535152196884155,-0.1306435614824295,0.10000000149011612
396,l,0.5916112661361694,0.17238137125968933,0.11499999463558197
397,r,0.7999924421310425,-0.21656355261802673,0.10000000149011612
397,l,0.5397276878356934,0.06408137828111649,0.10000000149011612
398,r,0.7493405938148499,-0.15478280186653137,0.10000000149011612
398,l,0.44004642963409424,0.07832703739404678,0.10000000149011612
399,r,0.7936232686042786,-0.23698940873146057,0.10000000149011612
399,l,0.40610742568969727,0.1299973726272583,0.10000000149011612
400,r,0.661745011806488,-0.3027891516685486,0.10000000149011612
400,l,0.474692165851593,0.13750895857810974,0.10000000149011612
401,r,0.6675024628639221,-0.2677057981491089,0.10999999940395355
401,l,0.5089603662490845,0.14018581807613373,0.10000000149011612
402,r,0.6965414881706238,-0.31339120864868164,0.10000000149011612
402,l,0.6313641667366028,0.06720960885286331,0.10000000149011612
403,r,0.587429404258728,-0.2268831729888916,0.10000000149011612
403,l,0.4056044816970825,0.1564912647008896,0.10000000149011612
404,r,0.6494187116622925,-0.10398004204034805,0.10000000149011612
404,l,0.6294205188751221,0.05035201087594032,0.11499999463558197
405,r,0.7247062921524048,-0.12159023433923721,0.10999999940395355
405,l,0.46921730041503906,0.2056725174188614,0.10000000149011612
406,r,0.6725228428840637,-0.23830710351467133,0.10000000149011612
406,l,0.4369947910308838,0.10789075493812561,0.10000000149011612
407,r,0.7628564238548279,-0.11992400884628296,0.10000000149011612
407,l,0.47255995869636536,0.03724037483334541,0.10000000149011612
408,r,0.5938354134559631,-0.23781248927116394,0.10000000149011612
408,l,0.6319401264190674,0.10885011404752731,0.10000000149011612
409,r,0.7193121910095215,-0.2865927815437317,0.10000000149011612
409,l,0.5502961874008179,0.09233547747135162,0.10000000149011612
410,r,0.8185235857963562,-0.10872446000576019,0.10000000149011612
410,l,0.536650538444519,0.1239585131406784,0.10000000149011612
411,r,0.6748330593109131,-0.3105297088623047,0.10000000149011612
411,l,0.5303258895874023,0.0296599343419075,0.11499999463558197
412,r,0.7982690930366516,-0.1466856300830841,0.10000000149011612
412,l,0.6087926030158997,0.006356559693813324,0.11499999463558197
413,r,0.6099569797515869,-0.1293894350528717,0.10000000149011612
413,l,0.6105017066001892,0.20157009363174438,0.10000000149011612
414,r,0.6910421252250671,-0.08456303179264069,0.10000000149011612
414,l,0.6072514057159424,0.11629556119441986,0.10000000149011612
415,r,0.6485880613327026,-0.2712264657020569,0.10999999940395355
415,l,0.492769718170166,0.09770610928535461,0.10000000149011612
416,r,0.7185469269752502,-0.11226148903369904,0.10999999940395355
416,l,0.4978201985359192,0.1736045479774475,0.11499999463558197
417,r,0.7176469564437866,-0.09054868668317795,0.10000000149011612
417,l,0.42622339725494385,0.17995086312294006,0.10000000149011612
418,r,0.7832725048065186,-0.10565835237503052,0.10000000149011612
418,l,0.6120315194129944,0.08259657025337219,0.10000000149011612
419,r,0.7303822040557861,-0.09766817837953568,0.10000000149011612
419,l,0.5144423842430115,0.14005328714847565,0.10844966769218445
420,r,0.7462077736854553,-0.28773558139801025,0.10000000149011612
420,l,0.4860917031764984,0.1680649220943451,0.10000000149011612
421,r,0.6305691599845886,-0.09021247923374176,0.10000000149011612
421,l,0.639477014541626,0.137437105178833,0.11499999463558197
422,r,0.6507086157798767,-0.31656432151794434,0.10708868503570557
422,l,0.6001946926116943,0.15271426737308502,0.10000000149011612
423,r,0.7608227133750916,-0.13545852899551392,0.10000000149011612
423,l,0.5838677883148193,0.1780211478471756,0.10000000149011612
424,r,0.6012651324272156,-0.20296932756900787,0.10000000149011612
424,l,0.4978103041648865,0.07270555198192596,0.10000000149011612
425,r,0.6637169122695923,-0.29336047172546387,0.10999999940395355
425,l,0.6274451017379761,-0.007644049823284149,0.11499999463558197
426,r,0.7054183483123779,-0.2481042444705963,0.10000000149011612
426,l,0.520149827003479,0.16568373143672943,0.10470075905323029
427,r,0.5920542478561401,-0.3025035560131073,0.10000000149011612
427,l,0.47086969017982483,0.030772238969802856,0.10000000149011612
428,r,0.7728358507156372,-0.09698527306318283,0.10000000149011612
428,l,0.6174666285514832,0.05215896666049957,0.10000000149011612
429,r,0.6342469453811646,-0.16628575325012207,0.10999999940395355
429,l,0.5448383092880249,0.06087537854909897,0.10000000149011612
430,r,0.6095009446144104,-0.10672182589769363,0.10000000149011612
430,l,0.5078439116477966,0.11560754477977753,0.10000000149011612
431,r,0.5972262024879456,-0.15617187321186066,0.10000000149011612
431,l,0.5713486075401306,0.1724083423614502,0.11499999463558197
432,r,0.7126002311706543,-0.19515922665596008,0.10000000149011612
432,l,0.5860830545425415,0.04013824835419655,0.10000000149011612
433,r,0.6482257843017578,-0.28788119554519653,0.10000000149011612
433,l,0.4130396842956543,0.15467485785484314,0.10000000149011612
434,r,0.5800322890281677,-0.19732901453971863,0.10000000149011612
434,l,0.46628066897392273,0.1446743607521057,0.10000000149011612
435,r,0.7814412117004395,-0.31908321380615234,0.10000000149011612
435,l,0.5778169631958008,0.050904836505651474,0.10000000149011612
436,r,0.6664561033248901,-0.2551056146621704,0.10999999940395355
436,l,0.4752034842967987,0.16434378921985626,0.11499999463558197
437,r,0.6841161847114563,-0.10161364823579788,0.10000000149011612
437,l,0.6313787698745728,-0.0035705119371414185,0.10000000149011612
438,r,0.6985153555870056,-0.2269642949104309,0.10000000149011612
438,l,0.568925678730011,-0.023952819406986237,0.10000000149011612
439,r,0.7511310577392578,-0.16006749868392944,0.10999999940395355
439,l,0.5826490521430969,0.20318543910980225,0.10360971838235855
440,r,0.6515325307846069,-0.2947124242782593,0.10999999940395355
440,l,0.5545957684516907,-0.013435356318950653,0.10000000149011612
441,r,0.8096319437026978,-0.1999037265777588,0.10000000149011612
441,l,0.50984787940979,0.02513185143470764,0.10000000149011612
442,r,0.6687551736831665,-0.3074347972869873,0.10999999940395355
442,l,0.4999610483646393,0.17232316732406616,0.11499999463558197
443,r,0.6308785676956177,-0.16223517060279846,0.10000000149011612
443,l,0.6112375855445862,0.026777759194374084,0.10000000149011612
444,r,0.7258604764938354,-0.24912765622138977,0.10000000149011612
